  658       -1.58
    0.104  310.1    0.062  305.9    0.088  305.2
  746      -33.32
    1.782  353.6    0.676   22.4    0.848   22.7
    0.567   46.0    0.227   73.3    0.286   73.1
    0.330  330.9    0.115  359.6    0.144  359.9
    0.105  308.2    0.062  304.8    0.088  304.4
  747      -32.83
    1.793  353.2    0.674   21.4    0.842   21.7
    0.572   45.6    0.227   72.5    0.284   72.0
    0.332  330.5    0.115  358.8    0.143  358.7
    0.105  306.4    0.062  303.7    0.088  303.5
  748      -32.16
    1.804  352.8    0.670   20.3    0.844   20.8
    0.576   45.2    0.225   71.4    0.284   71.0
    0.334  330.2    0.114  357.7    0.143  357.8
    0.106  304.6    0.062  302.7    0.089  302.7
  749      -32.14
    1.816  352.3    0.660   19.2    0.854   20.7
    0.581   44.7    0.222   70.3    0.288   70.8
    0.336  329.8    0.112  356.4    0.145  357.6
    0.107  302.7    0.062  302.2    0.091  302.4
  750      -32.12
    1.829  351.9    0.650   18.1    0.865   20.6
    0.586   44.3    0.219   69.2    0.292   70.7
    0.339  329.5    0.111  355.2    0.146  357.5
    0.108  300.9    0.061  301.7    0.093  302.1
  751      -32.96
    1.838  351.5    0.640   17.4    0.882   20.9
    0.590   43.9    0.215   68.4    0.299   70.9
    0.341  329.2    0.109  354.4    0.150  357.7
    0.109  299.2    0.061  301.1    0.095  302.0
  752      -34.20
    1.847  351.1    0.631   16.7    0.902   21.4
    0.593   43.5    0.212   67.8    0.306   71.4
    0.342  328.9    0.107  353.6    0.153  358.0
    0.109  297.5    0.060  300.6    0.097  302.1
  753      -34.78
    1.857  350.8    0.625   16.1    0.922   21.7
    0.598   43.1    0.210   67.1    0.313   71.6
    0.344  328.6    0.106  352.9    0.157  358.1
    0.111  295.7    0.060  300.1    0.099  301.9
  754      -38.14
    1.866  350.3    0.612   16.3    0.961   22.3
    0.601   42.7    0.206   67.2    0.328   72.1
    0.346  328.2    0.104  353.1    0.164  358.7
    0.111  294.0    0.059  300.2    0.103  301.9
  755      -41.01
    1.876  349.9    0.601   16.6    1.004   22.8
    0.605   42.2    0.202   67.3    0.343   72.7
    0.348  327.8    0.102  353.3    0.171  359.2
    0.112  292.5    0.059  300.5    0.107  301.8
  756      -43.68
    1.885  349.5    0.591   16.8    1.044   23.3
    0.608   41.8    0.199   67.4    0.357   73.1
    0.349  327.4    0.101  353.5    0.178  359.6
    0.113  291.0    0.058  300.8    0.110  301.8
  757      -45.17
    1.892  349.1    0.591   17.0    1.064   23.1
    0.611   41.4    0.200   67.6    0.365   72.8
    0.351  327.1    0.101  353.6    0.182  359.3
    0.114  289.5    0.059  300.5    0.112  301.4
  758      -46.63
    1.899  348.8    0.591   17.2    1.085   22.8
    0.614   41.0    0.200   67.8    0.372   72.5
    0.352  326.8    0.100  353.7    0.185  358.9
    0.115  288.0    0.059  300.3    0.114  301.1
  759      -48.11
    1.905  348.4    0.590   17.4    1.106   22.7
    0.617   40.7    0.200   67.9    0.380   72.3
    0.353  326.5    0.100  353.8    0.189  358.7
    0.116  286.7    0.059  300.1    0.116  300.9
  760      -47.91
    1.913  348.1    0.591   17.1    1.121   21.9
    0.620   40.3    0.200   67.7    0.385   71.5
    0.355  326.2    0.100  353.5    0.191  357.8
    0.117  285.4    0.060  300.0    0.117  300.0
  761      -47.37
    1.920  347.7    0.589   16.5    1.122   20.5
    0.623   40.0    0.199   67.1    0.385   70.1
    0.356  325.9    0.100  352.9    0.191  356.5
    0.119  284.3    0.060  299.6    0.117  298.9
  762      -46.86
    1.926  347.4    0.588   16.0    1.124   19.2
    0.626   39.7    0.198   66.5    0.385   68.9
    0.357  325.6    0.100  352.4    0.191  355.2
    0.120  283.3    0.060  299.2    0.118  297.9
  763      -46.95
    1.931  347.1    0.592   15.7    1.138   17.8
    0.628   39.4    0.199   66.1    0.389   67.5
    0.358  325.4    0.100  352.2    0.193  353.8
    0.121  282.3    0.060  298.7    0.119  296.7
  764      -42.97
    1.937  346.9    0.605   14.9    1.139   15.3
    0.630   39.1    0.203   65.2    0.387   65.1
    0.359  325.1    0.102  351.5    0.193  351.3
    0.122  281.3    0.062  297.7    0.119  294.8
  765      -39.28
    1.943  346.6    0.616   14.2    1.142   13.0
    0.632   38.8    0.206   64.4    0.386   62.8
    0.360  324.9    0.104  350.9    0.193  349.0
    0.122  280.3    0.063  296.9    0.119  293.1
  766      -34.73
    1.949  346.4    0.635   13.8    1.142   10.6
    0.635   38.5    0.212   63.9    0.385   60.5
    0.361  324.7    0.107  350.5    0.193  346.7
    0.123  279.4    0.064  295.9    0.119  291.6
  767      -30.06
    1.955  346.2    0.657   13.5    1.143    8.2
    0.637   38.3    0.218   63.6    0.383   58.3
    0.362  324.5    0.110  350.1    0.192  344.3
    0.124  278.6    0.067  295.0    0.119  290.2
  768      -25.73
    1.961  346.0    0.678   13.2    1.145    6.0
    0.640   38.1    0.224   63.4    0.383   56.2
    0.363  324.3    0.114  349.8    0.192  342.2
    0.126  277.9    0.069  294.2    0.120  288.9
  769      -21.57
    1.966  345.8    0.698   13.0    1.149    4.0
    0.642   38.0    0.230   63.1    0.382   54.3
    0.364  324.2    0.117  349.6    0.192  340.2
    0.127  277.2    0.071  293.5    0.120  287.7
  770      -18.06
    1.973  345.6    0.720   12.8    1.153    2.3
    0.645   37.8    0.237   62.8    0.382   52.7
    0.366  324.0    0.120  349.3    0.192  338.5
    0.128  276.4    0.073  292.6    0.120  286.6
  771      -17.07
    1.981  345.5    0.726   12.2    1.150    1.4
    0.648   37.7    0.238   62.1    0.381   51.9
    0.367  323.9    0.121  348.7    0.192  337.7
    0.129  275.7    0.073  291.4    0.120  286.0
  772      -15.98
    1.988  345.4    0.730   11.7    1.150    0.8
    0.651   37.6    0.239   61.4    0.380   51.4
    0.368  323.8    0.122  348.2    0.192  337.2
    0.131  275.1    0.073  290.2    0.120  285.6
  773      -14.97
    1.994  345.3    0.733   11.3    1.150    0.2
    0.654   37.5    0.240   60.8    0.380   50.9
    0.369  323.7    0.122  347.8    0.192  336.6
    0.132  274.6    0.073  289.1    0.120  285.2
  774      -14.04
    1.999  345.2    0.737   10.9    1.149  359.6
    0.656   37.4    0.241   60.3    0.379   50.4
    0.370  323.7    0.123  347.4    0.191  336.1
    0.133  274.1    0.073  288.1    0.120  284.8
  775      -13.16
    2.005  345.1    0.740   10.6    1.149  359.1
    0.659   37.3    0.241   59.8    0.379   49.9
    0.371  323.6    0.123  347.1    0.191  335.7
    0.134  273.7    0.073  287.2    0.120  284.4
  776      -12.35
    2.010  345.1    0.743   10.3    1.149  358.6
    0.661   37.2    0.242   59.4    0.379   49.5
    0.372  323.5    0.123  346.7    0.191  335.2
    0.135  273.2    0.073  286.3    0.120  284.1
  777      -11.48
    2.015  345.0    0.741    9.9    1.149  358.3
    0.663   37.1    0.241   58.9    0.378   49.2
    0.373  323.5    0.123  346.4    0.191  334.9
    0.135  272.8    0.073  285.8    0.120  283.9
  778      -10.53
    2.021  344.9    0.733    9.5    1.148  358.1
    0.665   37.1    0.238   58.5    0.378   49.0
    0.374  323.4    0.121  345.9    0.191  334.7
    0.136  272.4    0.072  285.6    0.119  283.8
  779       -9.65
    2.026  344.9    0.726    9.0    1.147  357.9
    0.668   37.0    0.236   58.0    0.377   48.8
    0.375  323.4    0.120  345.5    0.191  334.5
    0.137  272.0    0.072  285.4    0.119  283.7
  780       -8.82
    2.031  344.8    0.719    8.6    1.146  357.7
    0.670   36.9    0.233   57.6    0.376   48.6
    0.376  323.3    0.119  345.1    0.191  334.3
    0.138  271.6    0.072  285.2    0.119  283.6
  781       -8.00
    2.036  344.7    0.713    8.2    1.145  357.5
    0.672   36.9    0.231   57.2    0.376   48.4
    0.377  323.3    0.118  344.7    0.191  334.2
    0.139  271.3    0.071  285.0    0.119  283.6
  782       -7.10
    2.042  344.7    0.706    7.8    1.144  357.4
    0.674   36.8    0.229   56.7    0.375   48.2
    0.378  323.2    0.116  344.2    0.190  334.0
    0.140  270.9    0.071  284.8    0.118  283.5
  783       -6.12
    2.048  344.6    0.698    7.3    1.144  357.2
    0.677   36.7    0.226   56.2    0.375   48.0
    0.379  323.2    0.115  343.7    0.190  333.8
    0.141  270.4    0.071  284.6    0.118  283.4
  784       -5.04
    2.055  344.5    0.690    6.7    1.143  357.0
    0.680   36.6    0.223   55.6    0.374   47.7
    0.381  323.1    0.113  343.1    0.190  333.5
    0.142  269.9    0.070  284.4    0.118  283.3
  785       -4.06
    2.062  344.4    0.679    6.1    1.135  356.7
    0.683   36.5    0.219   55.0    0.371   47.4
    0.382  323.0    0.112  342.5    0.189  333.2
    0.143  269.5    0.070  284.1    0.117  283.2
  786       -3.64
    2.068  344.3    0.665    5.5    1.119  356.4
    0.685   36.4    0.215   54.5    0.366   47.1
    0.383  322.9    0.109  341.9    0.186  333.0
    0.144  269.0    0.069  284.0    0.115  283.3
  787       -4.84
    2.074  344.2    0.648    4.4    1.105  356.6
