4450.71	343
4478.03	346.5
4505.36	350
4532.68	353.5
4560	356.9
4586.24	360.3
4612.47	363.7
4638.71	367
4664.95	370.3
4691.18	373.7
4717.42	375.4
4743.66	378.8
4769.89	382.2
4796.13	385.7
4822.37	389.3
4848.61	392.8
4874.84	396.4
4901.08	400
4927.32	403.7
4953.55	405.5
4979.79	409.2
5006.03	412.8
5032.26	416.4
5058.5	420.1
5086.03	423.7
5113.56	425.6
5141.09	427.4
5168.61	431
5196.14	434.7
5223.67	436.5
5251.2	440.2
5277.18	442
5303.17	434.7
5329.15	447.5
5355.13	451.2
5381.12	454.8
5407.1	458.5
5433.08	462.2
5459.07	467.7
5485.05	471.1
5511.03	474.8
5537.02	479.3
5563	482.9
5591.47	487.6
5619.93	493.2
5648.4	496.8
5676.87	500.5
5705.33	504.9
5733.8	506.8
5759.16	510.5
5784.52	514.2
5809.88	517.9
5835.25	521.6
5860.61	525.3
5885.97	529
5911.33	532.7
5936.69	536.4
5962.05	539.4
5987.42	542.6
6012.78	546.3
6038.14	549.9
6063.5	553.5
6088.69	557.1
6113.88	560.7
6139.07	566.1
6164.26	569.7
6189.45	573.3
6214.64	577
6239.83	582.5
6265.02	586.2
6290.21	590
6315.4	593.7
6340.59	597.5
6365.78	601.2
6390.97	606.9
6416.16	610.7
6441.35	614.5
6466.54	618.3
6491.73	624
6516.92	627.8
6542.11	633.5
6567.3	637.4
6593.09	643.1
6618.88	646.9
6644.67	652.6
6670.46	656.5
6696.25	662.3
6722.04	668
6747.83	671.9
6773.62	676.8
6799.41	682.7
6825.19	688.6
6850.98	692.5
6876.77	698.4
6902.56	702.3
6928.35	707.6
6954.14	713.4
6979.93	718.4
7005.72	722.4
7031.51	728.4
7057.3	732.4
7082.67	736.3
7108.05	742.2
7133.42	746.2
7158.8	750.3
7184.17	754.3
7209.55	760.2
7234.92	764.1
7260.3	768.2
7285.67	774.3
7311.05	778.2
7336.42	782.1
7361.8	786.1
7387.17	790.2
7412.55	794.3
7437.92	800.1
7463.3	804.1
7488.67	808.2
7514.05	812.2
7539.42	816.2
7564.8	820.2
7590.79	824.2
7616.79	828.2
7642.78	832.3
7668.78	838.3
7694.77	842.2
7720.77	846.3
7746.76	852.4
7772.76	856.4
7798.75	860.3
7824.75	865.9
7850.74	869.9
7876.74	876.1
7902.73	882
7928.73	886.1
7954.72	892.2
7980.72	896.5
8006.71	900.5
8032.71	906.5
8058.7	911.8
8085.23	918
8111.75	922
8138.27	926
8164.8	932.1
8191.33	936.2
8217.85	940.3
8244.38	946.3
8270.9	950.3
8295.9	954.4
8320.9	960.7
8345.9	964.6
8370.9	968.7
8395.9	974.8
8420.9	979
8445.9	985
8470.9	991.1
8495.9	995.3
8520.9	999.4
8545.9	1005.5
8571.39	1011.6
8596.88	1015.8
8622.37	1022.1
8647.86	1026.1
8673.35	1032.2
8698.84	1036.4
8724.33	1042.7
8749.82	1048.4
8775.31	1052.5
8800.8	1057.8
8826.29	1064
8851.78	1068
8877.27	1073.6
8902.76	1077.8
8928.25	1084.1
8953.74	1088.2
8979.23	1094.4
9004.72	1100.7
9030.21	1105
9055.7	1111.1
9081.44	1117.4
9107.18	1123.8
9132.93	1128
9158.67	1134.2
9184.41	1138.4
9210.15	1144.8
9235.89	1149
9261.64	1155.3
9287.38	1159.5
9313.12	1163.8
9338.86	1170.2
9364.61	1174.3
9390.35	1178.6
9416.09	1185
9441.83	1189.2
9467.57	1193.4
9493.32	1197.7
9519.06	1204.1
9544.8	1208.5
9570.29	1212.6
9595.78	1216.9
9621.27	1221.2
9646.76	1225.5
9672.25	1229.9
9697.74	1236.2
9723.23	1240.4
9748.72	1244.8
9774.21	1249.2
9799.69	1255.5
9825.18	1259.8
9850.67	1264.1
9876.16	1270.7
9901.65	1275
9927.14	1279.2
9952.63	1285.7
9978.12	1290.1
10003.61	1294.6
10029.1	1298.7
10054.61	1303
10080.12	1307.4
10105.64	1311.8
10131.15	1316.3
10156.66	1322.7
10182.17	1327
10207.69	1331.4
10233.2	1335.9
10258.71	1342.6
10284.22	1346.8
10309.74	1351.2
10335.25	1355.6
10360.76	1360.1
10386.28	1364.6
10411.79	1371.1
10437.3	1375.4
10462.81	1379.9
10488.33	1384.4
10513.84	1388.9
10539.35	1393.3
10564.58	1399.8
10589.81	1404.3
10615.04	1408.8
10640.27	1413.3
10665.5	1417.7
10690.72	1422.1
10715.95	1426.5
10741.18	1433.3
10766.41	1437.9
10791.64	1442.3
10816.87	1446.7
10842.1	1453.4
10867.33	1458
10892.56	1462.6
10917.78	1467
10943.01	1473.6
10968.24	1478.2
10993.47	1482.8
11018.7	1489.7
11043.83	1494.2
11068.96	1500.9
11094.09	1505.5
11119.22	1512.4
11144.35	1517.1
11169.48	1523.8
11194.6	1530.7
11219.73	1535.3
11244.86	1542.4
11269.99	1547.1
11295.12	1553.7
11320.25	1560.7
11345.38	1567.8
11370.51	1572.5
11395.64	1579.3
11420.77	1586.2
11445.9	1593.3
11471.03	1600.5
11496.16	1607.3
11521.29	1614.3
11546.42	1621.5
11571.54	1628.7
11596.67	1635.6
11621.8	1642.6
11646.93	1649.9
11672.06	1659.6
11697.19	1666.4
11722.32	1676
11747.45	1685.8
11772.58	1692.8
11797.71	1702.4
11822.84	1712.2
11847.97	1721.7
11873.09	1731.4
11898.22	1741.3
11923.35	1753.3
11948.48	1763.2
11973.61	1773.3
11998.74	1785.3
12023.87	1795.3
12049	1805.6
12074.38	1817.6
12099.76	1827.8
12125.14	1840.2
12150.52	1850.3
12175.89	1863.3
12201.27	1873.1
12226.65	1884.6
12252.03	1895.7
12277.41	1906.4
12302.79	1917.9
12328.17	1929.3
12353.55	1938.5
12378.93	1950.1
12404.31	1959.4
12429.68	1971.2
12455.06	1980.6
12480.44	1990.1
12505.82	2002.1
12531.2	2011.8
12556.45	2021.5
12581.69	2031.4
12606.94	2041.2
12632.19	2051.2
12657.44	2061.2
12682.68	2071.3
12707.93	2078.9
12733.18	2089.1
12758.43	2099.3
12783.67	2109.6
12808.92	2120
12834.17	2127.8
12859.42	2138.2
12884.66	2148.8
12909.91	2159.4
12935.16	2167.3
12960.41	2178
12985.65	2188.8
13010.9	2196.9
13036.36	2207.8
13061.82	2218.8
13087.27	2227
13112.73	2238.1
13138.19	2249.3
13163.65	2257.6
13189.11	2268.9
13214.56	2277.4
13240.02	2288.7
13265.48	2297.3
13290.94	2308.8
13316.39	2317.4
13341.85	2329
13367.31	2337.8
13392.77	2349.5
13418.23	2358.3
13443.68	2370.2
13469.14	2379.2
13494.6	2391.1
13533.9	2455.2
13559.49	2455.2
13585.07	2470.7
13610.66	2489.4
13636.24	2511.3
13661.83	2536.5
13687.41	2558.8
13713	2584.4
13738.58	2606.9
13764.17	2629.5
13789.75	2655.5
13815.33	2678.3
13840.92	2698
13866.5	2717.6
13892.09	2734.1
13917.67	2750.6
13943.26	2767.1
13968.84	2780.3
13994.43	2796.9
14020.01	2810.1
14045.6	2826.8
14071.18	2840.1
14096.77	2853.5
14122.36	2866.9
14147.94	2883.8
14173.53	2897.3
14199.11	2910.8
14224.7	2924.4
14250.28	2938
14275.87	2951.7
14301.45	2965.5
14327.04	2979.3
14352.62	2993.1
14378.21	3007
14403.79	3021
14429.38	3035
14454.96	3049.1
14480.54	3063.2
14506.13	3077.4
14531.71	3091.7
14557.3	3106
14583.18	3120.4
14609.07	3134.8
14634.96	3149.3
14660.84	3163.9
14686.72	3174.9
14712.61	3189.6
14738.5	3204.3
14764.38	3219.1
14790.26	3233.9
14816.15	3245.1
14842.04	3259.9
14867.92	3274.8
14893.8	3289.6
14919.69	3300.8
14945.58	3315.7
14971.46	3330.6
14997.34	3341.7
15023.23	3356.6
15049.12	3371.5
15075	3386.4
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
