1	0	245.3585052
47.0654335	0	245.3585052
69.60136414	0	245.3585052
90.96903229	0	245.3585052
112.2590332	0	245.3585052
133.9178009	-0.003171025	245.3584595
158.5063934	-0.011588812	245.3589935
180.9708405	-0.033403605	245.364975
201.4894562	-0.061945781	245.3716583
228.9756317	-0.109669477	245.3822327
254.9566345	-0.146953195	245.3936005
281.0469055	-0.199727818	245.4057465
305.474762	-0.248262569	245.4156647
328.4699402	-0.100063927	245.3725586
350.5443115	-0.275701582	245.3935089
372.0433044	-0.447731584	245.4145966
393.2602234	-0.494988412	245.430481
402.1010132	-0.465207815	245.4342346
407.1281128	-0.451532036	245.4362793
418.3720093	-0.445324659	245.4316559
439.0724182	-0.471971422	245.4272919
460.024292	0.702696502	245.4812469
480.9829712	4.487300396	245.6535034
501.9271545	10.64577198	245.9026489
522.8828125	21.76443481	246.0854797
544.0148926	32.60569	246.293335
565.2398682	41.5382309	246.4546509
586.3895874	48.48827744	246.5769958
607.4450684	52.35804367	246.6717987
628.4361572	53.83407974	246.7375946
649.8009033	53.87493515	246.7818298
672.1021729	53.23283386	246.8120575
695.3986206	52.74695587	246.8335571
719.8490601	53.34406662	246.8538208
742.9951172	55.80882263	246.8763733
766.4915771	60.70968628	246.9106445
790.3453979	68.07341003	246.9602356
815.0636597	77.51373291	247.0257874
839.9661865	87.94804382	247.1024323
854.1072388	93.74998474	247.1464233
878.21698	102.3999176	247.2153168
903.0563965	109.2212219	247.2745361
927.8499756	113.9343872	247.3204346
941.8962402	115.8668137	247.3412628
958.9585571	117.7361755	247.3621674
983.3483887	119.9689331	247.3847656
1003.571838	121.3987579	247.3999634
1027.720337	122.4956589	247.4137573
1051.243042	122.7602768	247.4221344
1074.223999	122.1311493	247.4249878
1097.568604	120.7365112	247.4228058
1120.314209	119.0249329	247.417099
1142.416992	117.4113541	247.4099274
1164.05249	116.0914001	247.4026794
1185.37439	115.0765152	247.3960419
1206.543091	114.2580566	247.3900452
1227.557495	113.4764633	247.3843231
1249.038208	112.5398254	247.3781128
1270.062256	111.3850403	247.3711395
1290.664429	110.0419235	247.3632813
1310.864258	108.63797	247.3545837
1330.678101	107.3631058	247.3455658
1350.210693	106.3003235	247.3374023
1369.468994	105.478775	247.3303986
1388.614258	104.9073639	247.3247223
1407.299072	104.6277771	247.3207092
1425.511475	104.7173843	247.3187866
1443.539429	105.3242645	247.3196716
1461.248169	106.6452255	247.3243713
1478.748901	108.8866959	247.3339691
1496.06665	112.192627	247.3494263
1513.175659	116.5852432	247.3694916
1530.282471	122.0683136	247.394516
1547.147461	128.3582153	247.4245453
1563.865356	135.5431671	247.4597015
1580.462158	144.0830536	247.5014496
1596.831665	154.6107788	247.5517883
1613.01062	167.2055664	247.6114044
1629.052002	181.2222137	247.6783447
1644.881348	196.0574951	247.7484131
1660.650269	211.0173187	247.8192139
1676.456055	225.723053	247.8862
1692.240845	240.1413727	247.9489441
1707.90686	253.770874	248.010437
1723.47168	266.898407	248.0709839
1738.945679	279.6867981	248.1304626
1754.311157	292.3491516	248.1885376
1769.560547	305.2593079	248.2459869
1784.711792	318.379364	248.3019409
1799.753052	331.5984192	248.356308
1814.686157	345.124176	248.4055939
1829.545044	358.8089905	248.4550629
1844.37854	372.9436951	248.5055847
1859.220459	387.7120972	248.5580444
1874.026978	403.0955505	248.6123657
1888.764893	418.8453979	248.6677094
1903.399048	434.8152466	248.7233734
1917.942383	450.7133179	248.7786102
1932.418335	466.5543823	248.8323212
1946.834106	482.3845825	248.8827209
1961.184937	498.3625488	248.9312592
1975.501099	514.6506348	248.9805756
1989.735352	531.380249	249.031189
2003.899902	548.7385864	249.0838013
2018.035156	566.7740479	249.1385803
2032.155518	585.2954102	249.1947021
2046.271484	603.8742676	249.250885
2060.375488	621.559082	249.3044586
2074.476563	636.8726196	249.3532104
2088.52832	649.7709351	249.3942871
2102.532227	662.0387573	249.434021
2116.475342	676.3845215	249.4775238
2130.357422	694.5043335	249.5278015
2144.214844	716.4035645	249.5854797
2158.03833	740.6664429	249.6484375
2171.833496	765.6641846	249.7123413
2185.5979	789.8374023	249.7750397
2199.340088	812.1516113	249.8353577
2213.056152	832.3370361	249.8917236
2226.753418	850.7149048	249.9460602
2240.468994	867.6986084	249.9999695
2254.186035	883.784668	250.0532532
2267.83667	899.460083	250.1051331
2281.41748	914.8168335	250.1560211
2294.968262	930.074707	250.2064667
2308.51001	945.27771	250.257309
2322.050293	960.7788696	250.3096313
2335.592773	977.4162598	250.3640137
2349.137939	996.0889893	250.4194794
2362.668701	1016.378479	250.4776154
2376.182373	1037.258301	250.5367126
2389.670166	1057.264648	250.5952606
2403.115967	1075.206665	250.651886
2416.525146	1090.91748	250.7063751
2429.916016	1105.139404	250.7594147
2443.288818	1118.761475	250.8117065
2456.643799	1132.741455	250.8638306
2469.978271	1147.949829	250.9146729
2483.289063	1163.862183	250.9667969
2496.573242	1179.342651	251.0202789
2509.829346	1193.27002	251.0753326
2523.04126	1204.540405	251.1324158
2536.218018	1213.02478	251.191864
2549.325439	1219.802612	251.2550049
2562.417725	1226.396362	251.3232422
2575.503906	1233.675781	251.3955383
2588.58667	1241.916382	251.4718781
2601.668701	1250.503418	251.5523834
2614.750244	1259.081787	251.6345978
2627.827637	1267.766357	251.7160492
2640.873047	1277.120728	251.7950745
2653.888428	1287.406128	251.871109
2666.88208	1299.191895	251.9430695
2679.855225	1312.217285	252.0139923
2692.809326	1326.554199	252.0838623
2705.746582	1342.028809	252.152359
2718.66626	1358.328247	252.2189178
2731.570313	1374.791382	252.2829895
2744.46167	1390.408081	252.3446045
2757.343018	1405.050171	252.4030762
2770.213379	1419.372437	252.4607849
2783.07373	1434.687256	252.5196686
2795.927979	1452.398926	252.5807648
2808.777588	1472.881836	252.6442871
2821.614502	1495.988647	252.7097626
2834.437988	1521.0448	252.7764282
2847.248535	1546.194702	252.8430328
2860.048584	1569.589233	252.9071503
2872.837891	1590.240845	252.9692841
2885.617188	1608.725342	253.0303497
2898.386963	1626.655396	253.0912018
2911.148193	1644.976563	253.1524048
2923.899902	1664.011108	253.2139587
2936.641846	1683.768677	253.2758179
2949.374512	1704.221313	253.3382568
2962.102051	1725.878906	253.4008636
2974.825928	1749.03125	253.4647369
2987.546143	1773.541016	253.530304
3000.263916	1798.981201	253.5967407
3012.979492	1824.271729	253.6629181
3025.692627	1848.700439	253.7279205
3038.403564	1871.950806	253.791626
3051.112793	1894.287109	253.8547821
3063.821045	1916.849976	253.9173279
3076.52832	1940.555908	253.9816742
3089.234619	1966.018677	254.048172
3101.939941	1993.237671	254.1164093
3114.644531	2021.429688	254.1855011
3127.348145	2050.165039	254.2548828
3140.051025	2079.119141	254.324646
3152.753174	2108.13916	254.3942871
3165.45459	2137.011719	254.4641876
3178.155273	2165.474121	254.5348969
3190.855469	2193.626953	254.605835
3203.555176	2221.219482	254.6763916
3216.25415	2248.507813	254.7463226
3228.952881	2275.44165	254.8160248
3241.650879	2301.962891	254.8852386
3254.3479	2327.863525	254.953949
3267.044434	2352.626953	255.0226746
3279.740234	2376.078369	255.0906067
3292.435303	2397.982422	255.1571198
3305.129883	2418.835693	255.2220612
3317.823975	2439.186035	255.2860107
3330.517578	2459.219971	255.3495026
3343.210938	2479.207031	255.4116364
3355.903809	2498.451172	255.473175
3368.596436	2515.970947	255.5331879
3381.288818	2530.97168	255.5906525
3393.980713	2542.923096	255.644928
3406.672607	2552.115234	255.6958466
3419.364014	2559.206787	255.7438965
3432.05542	2564.80127	255.7896881
3444.746338	2569.531494	255.8336334
3457.4375	2574.080811	255.8756104
3470.128174	2578.794922	255.915741
3482.818848	2583.74707	255.9545746
3495.509277	2589.374023	255.9920959
3508.198975	2595.990967	256.0283813
3520.888184	2601.509766	256.0621033
3533.576904	2603.07373	256.0914612
3546.264893	2601.854248	256.1173401
