0	93.16	290	85.6
28.44	92.96	1600	56.84
56.89	92.7	2930	49.3
85.33	92.36	3830	41.74
113.77	91.88	5410	37.28
142.21	91.19	6720	27.14
170.66	90.05	8210	21.43
199.1	85.74	9005	19.16
226.28	79.45	10100	10.69
253.46	80.56		
280.65	83.87		
307.83	84.96		
335.01	85.48		
362.19	85.84		
389.37	86.1		
416.55	86.31		
443.74	86.47	
470.92	86.59	
498.1	86.59	
523.33	86.24	
548.56	85.88	
573.79	85.49	
599.01	85.08	
624.24	84.61	
649.47	84.1	
674.7	83.52	
699.93	82.86	
725.16	82.08	
750.39	81.17	
775.61	80.06	
800.84	78.61	
826.07	76.56	
851.3	72.7	
879.31	70.7	
907.31	69.61	
935.32	68.63	
963.33	67.66	
991.34	66.57	
1019.34	65.37	
1047.35	63.42	
1073.86	55.1	
1100.36	53.12	
1126.87	55.93	
1153.38	56.65	
1179.89	57.02	
1206.39	57.12	
1232.9	57.2	
1258.87	57.17	
1284.83	57.14	
1310.8	57.11	
1336.77	57.07	
1362.73	57.04	
1388.7	57	
1414.67	56.96	
1440.63	56.92	
1466.6	56.88	
1492.57	56.84	
1518.53	56.8	
1544.5	56.76	
1570.54	56.73	
1596.58	56.71	
1622.63	56.68	
1648.67	56.66	
1674.71	56.63	
1700.75	56.6	
1726.79	56.57	
1752.84	56.54	
1778.88	56.51	
1804.92	56.47	
1830.96	56.44	
1857.01	56.4	
1883.05	56.35	
1909.09	56.3	
1935.13	56.25	
1961.17	56.19	
1987.22	56.13	
2013.26	56.06	
2039.3	55.98	
2068.84	56.28	
2098.38	56.51	
2127.92	56.68	
2157.46	56.8	
2187	56.9	
2212.73	56.85	
2238.46	56.78	
2264.19	56.71	
2289.92	56.62	
2315.65	56.52	
2341.38	56.39	
2367.12	56.23	
2392.85	56.02	
2418.58	55.75	
2444.31	55.38	
2470.04	54.84	
2495.77	53.92	
2521.5	51.14	
2546.95	48.58	
2572.41	46.7	
2597.86	45.43	
2623.32	44.48	
2648.77	43.66	
2674.23	42.99	
2699.68	43.93	
2725.14	49.85	
2750.59	50.3	
2776.05	50.5	
2801.5	50.65	
2827.54	50.48	
2853.57	50.27	
2879.61	50.02	
2905.65	49.71	
2931.69	49.3	
2957.73	48.74	
2983.76	47.89	
3009.8	45.49	
3035.91	45.41	
3062.02	45.33	
3088.12	45.2	
3114.23	45.27	
3140.34	45.51	
3166.45	45.72	
3192.56	45.87	
3218.67	45.99	
3244.77	46.09	
3270.88	46.2	
3296.99	46.29	
3323.1	46.37	
3349.98	46.16	
3376.85	45.92	
3403.73	45.66	
3430.6	45.37	
3457.48	45.01	
3484.35	44.59	
3511.23	44	
3538.1	43.25	
3558.8	38.66	
3583.98	41.46	
3609.15	41.59	
3634.33	41.72	
3659.51	41.73	
3684.68	41.72	
3709.86	41.71	
3735.04	41.7	
3760.21	41.69	
3785.39	41.68	
3810.57	41.67	
3835.74	41.66	
3860.92	41.65	
3886.1	41.64	
3911.27	41.64	
3936.45	41.63	
3961.63	41.62	
3986.8	41.61	
4011.98	41.6	
4037.16	41.59	
4062.33	41.59	
4087.51	41.58	
4112.69	41.57	
4137.86	41.56	
4163.04	41.55	
4188.22	41.54	
4213.39	41.53	
4238.57	41.52	
4263.75	41.52	
4288.92	41.51	
4314.1	41.5	
4341.42	41.41	
4368.74	41.3	
4396.07	41.18	
4423.39	41.02	
4450.71	40.83	
4478.03	40.59	
4505.36	40.25	
4532.68	39.72	
4560	38.21	
4586.24	37.94	
4612.47	37.71	
4638.71	37.49	
4664.95	37.26	
4691.18	37.03	
4717.42	36.8	
4743.66	36.66	
4769.89	36.79	
4796.13	36.87	
4822.37	36.92	
4848.61	36.98	
4874.84	37.03	
4901.08	37.07	
4927.32	37.11	
4953.55	37.14	
4979.79	37.17	
5006.03	37.2	
5032.26	37.23	
5058.5	37.25	
5086.03	37.32	
5113.56	37.41	
5141.09	37.5	
5168.61	37.59	
5196.14	37.69	
5223.67	37.77	
5251.2	37.83	
5277.18	37.76	
5303.17	37.68	
5329.15	37.58	
5355.13	37.47	
5381.12	37.33	
5407.1	37.17	
5433.08	36.97	
5459.07	36.73	
5485.05	36.44	
5511.03	36.04	
5537.02	35.49	
5563	34.18	
5591.47	30.97	
5619.93	29.31	
5648.4	28.5	
5676.87	28	
5705.33	27.6	
5733.8	27.31	
5759.16	27.68	
5784.52	29.66	
5809.88	29.96	
5835.25	29.85	
5860.61	29.7	
5885.97	29.55	
5911.33	29.37	
5936.69	29.19	
5962.05	28.99	
5987.42	28.77	
6012.78	28.51	
6038.14	28.18	
6063.5	27.46	
6088.69	27.3	
6113.88	27.12	
6139.07	27.14	
6164.26	27.18	
6189.45	27.2	
6214.64	27.22	
6239.83	27.23	
6265.02	27.24	
6290.21	27.25	
6315.4	27.26	
6340.59	27.26	
6365.78	27.27	
6390.97	27.27	
6416.16	27.28	
6441.35	27.28	
6466.54	27.29	
6491.73	27.29	
6516.92	27.3	
6542.11	27.3	
6567.3	27.3	
6593.09	27.27	
6618.88	27.24	
6644.67	27.21	
6670.46	27.17	
6696.25	27.13	
6722.04	27.1	
6747.83	27.06	
6773.62	27.02	
6799.41	26.98	
6825.19	26.93	
6850.98	26.88	
6876.77	26.83	
6902.56	26.78	
6928.35	26.73	
6954.14	26.67	
6979.93	26.61	
7005.72	26.54	
7031.51	26.47	
7057.3	26.39	
7082.67	26.33	
7108.05	26.27	
7133.42	26.2	
7158.8	26.14	
7184.17	26.07	
7209.55	25.99	
7234.92	25.92	
7260.3	25.84	
7285.67	25.75	
7311.05	25.66	
7336.42	25.56	
7361.8	25.45	
7387.17	25.33	
7412.55	25.2	
7437.92	25.06	
7463.3	24.89	
7488.67	24.7	
7514.05	24.47	
7539.42	24.16	
7564.8	23.66	
7590.79	23.57	
7616.79	23.51	
7642.78	23.44	
7668.78	23.36	
7694.77	23.28	
7720.77	23.2	
7746.76	23.11	
7772.76	23.01	
7798.75	22.92	
7824.75	22.81	
7850.74	22.7	
7876.74	22.59	
7902.73	22.46	
7928.73	22.33	
7954.72	22.18	
7980.72	22.02	
8006.71	21.84	
8032.71	21.63	
8058.7	21.39	
8085.23	21.29	
8111.75	21.34	
8138.27	21.36	
8164.8	21.37	
8191.33	21.38	
8217.85	21.4	
8244.38	21.41	
8270.9	21.42	
8295.9	21.39	
8320.9	21.35	
8345.9	21.32	
8370.9	21.29	
8395.9	21.26	
8420.9	21.22	
8445.9	21.19	
8470.9	21.16	
8495.9	21.13	
8520.9	21.1	
8545.9	21.07	
8571.39	21.01	
8596.88	20.95	
8622.37	20.9	
8647.86	20.83	
8673.35	20.77	
8698.84	20.7	
8724.33	20.62	
8749.82	20.55	
8775.31	20.46	
8800.8	20.37	
8826.29	20.27	
8851.78	20.17	
8877.27	20.05	
8902.76	19.91	
8928.25	19.76	
8953.74	19.59	
8979.23	19.37	
9004.72	19.11	
9030.21	18.76	
9055.7	17.99	
9081.44	17.67	
9107.18	17.43	
9132.93	17.2	
9158.67	16.98	
9184.41	16.76	
9210.15	16.53	
9235.89	16.31	
9261.64	16.09	
9287.38	15.87	
9313.12	15.65	
9338.86	15.43	
9364.61	15.21	
9390.35	14.98	
9416.09	14.76	
9441.83	14.54	
9467.57	14.32	
9493.32	14.1	
9519.06	13.88	
9544.8	13.63	
9570.29	13.36	
9595.78	13.07	
9621.27	12.65	
9646.76	12.3	
9672.25	12.08	
9697.74	11.91	
9723.23	11.75	
9748.72	11.61	
9774.21	11.43	
9799.69	11.18	
9825.18	10.93	
9850.67	10.9	
9876.16	10.87	
9901.65	10.84	
9927.14	10.83	
9952.63	10.82	
9978.12	10.81	
10003.61	10.81	
10029.1	10.8	
10054.61	10.76	
10080.12	10.72	
10105.64	10.68	
10131.15	10.64	
10156.66	10.6	
10182.17	10.57	
10207.69	10.54	
10233.2	10.51	
10258.71	10.48	
10284.22	10.45	
10309.74	10.42	
10335.25	10.4	
10360.76	10.38	
10386.28	10.35	
10411.79	10.33	
10437.3	10.31	
10462.81	10.29	
10488.33	10.28	
10513.84	10.26	
10539.35	10.24	
10564.58	10.21	
10589.81	10.18	
10615.04	10.14	
10640.27	10.1	
10665.5	10.06	
10690.72	10.01	
10715.95	9.96	
10741.18	9.91	
10766.41	9.85	
10791.64	9.79	
10816.87	9.72	
10842.1	9.65	
10867.33	9.57	
10892.56	9.47	
10917.78	9.37	
10943.01	9.24	
10968.24	9.08	
10993.47	8.86	
11018.7	8.44	
11043.83	8.29	
11068.96	8.18	
11094.09	8.05	
11119.22	7.93	
11144.35	7.82	
11169.48	7.72	
11194.6	7.63	
11219.73	7.55	
11244.86	7.47	
11269.99	7.4	
11295.12	7.33	
11320.25	7.27	
11345.38	7.21	
11370.51	7.15	
11395.64	7.09	
11420.77	7.04	
11445.9	6.99	
11471.03	6.94	
11496.16	6.89	
11521.29	6.85	
11546.42	6.8	
11571.54	6.76	
11596.67	6.72	
11621.8	6.68	
11646.93	6.64	
11672.06	6.6	
11697.19	6.56	
11722.32	6.53	
11747.45	6.5	
11772.58	6.46	
11797.71	6.43	
11822.84	6.4	
11847.97	6.37	
11873.09	6.34	
11898.22	6.31	
11923.35	6.29	
11948.48	6.26	
11973.61	6.23	
11998.74	6.21	
12023.87	6.18	
12049	6.16	
12074.38	6.14	
12099.76	6.11	
12125.14	6.08	
12150.52	6.06	
12175.89	6.03	
12201.27	6.01	
12226.65	5.98	
12252.03	5.96	
12277.41	5.93	
12302.79	5.91	
12328.17	5.89	
12353.55	5.87	
12378.93	5.84	
12404.31	5.82	
12429.68	5.8	
12455.06	5.78	
12480.44	5.76	
12505.82	5.74	
12531.2	5.72	
12556.45	5.7	
12581.69	5.68	
12606.94	5.66	
12632.19	5.63	
12657.44	5.61	
12682.68	5.59	
12707.93	5.57	
12733.18	5.54	
12758.43	5.52	
12783.67	5.5	
12808.92	5.47	
12834.17	5.45	
12859.42	5.42	
12884.66	5.4	
12909.91	5.37	
12935.16	5.34	
12960.41	5.32	
12985.65	5.29	
13010.9	5.26	
13036.36	5.23	
13061.82	5.2	
13087.27	5.17	
13112.73	5.14	
13138.19	5.11	
13163.65	5.07	
13189.11	5.04	
13214.56	5	
13240.02	4.97	
13265.48	4.93	
13290.94	4.89	
13316.39	4.85	
13341.85	4.81	
13367.31	4.77	
13392.77	4.72	
13418.23	4.68	
13443.68	4.63	
13469.14	4.58	
13494.6	4.52	
13533.9	4.58	
13559.49	4.56	
13585.07	4.55	
13610.66	4.53	
13636.24	4.52	
13661.83	4.5	
13687.41	4.49	
13713	4.47	
13738.58	4.46	
13764.17	4.44	
13789.75	4.43	
13815.33	4.41	
13840.92	4.39	
13866.5	4.38	
13892.09	4.36	
13917.67	4.34	
13943.26	4.33	
13968.84	4.31	
13994.43	4.29	
14020.01	4.28	
14045.6	4.26	
14071.18	4.24	
14096.77	4.23	
14122.36	4.21	
14147.94	4.19	
14173.53	4.17	
14199.11	4.15	
14224.7	4.14	
14250.28	4.12	
14275.87	4.1	
14301.45	4.08	
14327.04	4.06	
14352.62	4.04	
14378.21	4.02	
14403.79	4	
14429.38	3.99	
14454.96	3.97	
14480.54	3.95	
14506.13	3.93	
14531.71	3.91	
14557.3	3.89	
14583.18	3.87	
14609.07	3.86	
14634.96	3.84	
14660.84	3.82	
14686.72	3.81	
14712.61	3.79	
14738.5	3.78	
14764.38	3.77	
14790.26	3.75	
14816.15	3.74	
14842.04	3.73	
14867.92	3.71	
14893.8	3.7	
14919.69	3.69	
14945.58	3.68	
14971.46	3.66	
14997.34	3.65	
15023.23	3.64	
15049.12	3.63	
15075	3.61	
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
